OrderID,OrderDate,Region,Product,Category,Quantity,UnitPrice,TotalSales,Profit
10344,2023-04-27 06:57:33,West,Jeans,Clothing,5,12,60,11.53
10345,2023-01-24 10:59:53,West,T-Shirt (Blue),Clothing,5,17,85,25.31
10346,2023-01-07 10:03:14,Central,Smartphone Model B,Electronics,4,692,2768,544.32
10347,2023-04-09 19:12:06,Central,Jacket,Clothing,3,42,126,37.47
10348,2023-07-05 14:53:47,South,Laptop Model A,Electronics,1,951,951,238.62
10349,2023-06-03 02:29:35,West,Headphones C,Electronics,3,532,1596,238.95
10350,2023-08-23 17:48:09,West,Blender,Appliances,2,572,1144,237.58
10351,2023-10-06 16:01:51,East,Bookshelf,Furniture,4,591,2364,705.48
10352,2023-01-26 12:24:24,South,Office Chair,Furniture,1,371,371,100.73
10353,2023-02-20 06:02:27,East,T-Shirt (Red),Clothing,4,57,228,27.24
10354,2023-11-05 20:29:47,West,T-Shirt (Red),Clothing,3,99,297,71.66
10355,2023-05-30 23:02:08,South,Refrigerator,Appliances,1,381,381,64.43
10356,2023-07-22 03:09:52,Central,Microwave,Appliances,3,406,1218,123.5
10357,2023-12-23 04:29:35,South,Refrigerator,Appliances,1,323,323,58.36
10358,2023-08-11 19:03:25,Central,Smartphone Model B,Electronics,3,1182,3546,521.09
10359,2023-11-24 15:04:43,Central,Blender,Appliances,2,203,406,107.09
10360,2023-06-29 06:03:48,South,Blender,Appliances,4,669,2676,448.14
10361,2023-04-09 10:53:24,Central,T-Shirt (Red),Clothing,3,38,114,30.27
10362,2023-01-15 08:44:42,East,Blender,Appliances,3,174,522,52.26
10363,2023-03-02 00:08:22,West,Laptop Model A,Electronics,2,472,944,152.52
10364,2023-06-03 17:14:48,Central,Tablet D,Electronics,3,1010,3030,449.15
10365,2023-09-28 02:50:16,East,Jeans,Clothing,5,89,445,65.29
10366,2023-09-29 09:31:14,Central,Washing Machine,Appliances,2,979,1958,222.5
10367,2023-09-08 19:18:42,West,Refrigerator,Appliances,5,411,2055,282.41
10368,2023-12-25 04:42:23,East,Tablet D,Electronics,4,694,2776,586.04
10369,2023-05-25 17:07:27,West,Refrigerator,Appliances,1,476,476,75.34
10370,2023-11-19 09:12:34,West,Refrigerator,Appliances,1,236,236,43.3
10371,2023-08-25 17:02:11,East,Washing Machine,Appliances,4,649,2596,455.27
10372,2023-08-01 10:59:35,East,Office Chair,Furniture,2,192,384,105.67
10373,2023-10-29 18:32:21,East,T-Shirt (Blue),Clothing,4,18,72,20.24
10374,2023-11-17 00:53:11,South,Office Chair,Furniture,5,173,865,171.78
10375,2023-09-04 10:38:24,East,T-Shirt (Blue),Clothing,4,37,148,24.57
10376,2023-03-11 22:11:35,East,Headphones C,Electronics,2,454,908,110.2
10377,2023-12-23 20:13:39,East,Refrigerator,Appliances,3,777,2331,677.58
10378,2023-10-27 00:07:38,East,T-Shirt (Red),Clothing,2,75,150,16.81
10379,2023-10-23 15:38:24,Central,Bookshelf,Furniture,3,712,2136,340.76
10380,2023-09-25 09:03:03,South,Blender,Appliances,3,938,2814,449.15
10381,2023-07-23 08:19:47,West,Headphones C,Electronics,5,650,3250,533.26
10382,2023-01-06 19:12:37,East,Jeans,Clothing,4,22,88,11.69
10383,2023-09-02 20:39:03,Central,T-Shirt (Red),Clothing,5,19,95,24.38
10384,2023-08-30 22:01:55,Central,T-Shirt (Red),Clothing,4,18,72,8.96
10385,2023-05-08 08:08:29,Central,Microwave,Appliances,3,595,1785,405.16
10386,2023-03-10 19:49:54,West,Dining Table,Furniture,3,228,684,85.34
10387,2023-09-11 06:53:35,East,Sofa,Furniture,1,704,704,80.33
10388,2023-05-11 21:49:12,South,T-Shirt (Red),Clothing,1,76,76,21.42
10389,2023-12-27 11:41:22,South,Headphones C,Electronics,4,603,2412,332.92
10390,2023-09-02 06:26:32,Central,Tablet D,Electronics,5,805,4025,1063.61
10391,2023-09-09 14:42:36,West,Dining Table,Furniture,3,710,2130,445.01
10392,2023-05-13 18:36:01,West,Laptop Model A,Electronics,1,558,558,64.49
10393,2023-08-15 13:58:23,West,Office Chair,Furniture,3,116,348,101.3
10394,2023-02-03 14:55:41,South,T-Shirt (Blue),Clothing,2,54,108,16.13
10395,2023-04-03 09:37:21,Central,Dining Table,Furniture,4,792,3168,861.47
10396,2023-03-03 13:53:05,East,Bookshelf,Furniture,3,181,543,72.63
10397,2023-08-07 11:40:37,South,T-Shirt (Red),Clothing,4,74,296,80.15
10398,2023-06-04 16:19:46,Central,Headphones C,Electronics,2,968,1936,198.72
10399,2023-06-25 04:00:15,Central,Sofa,Furniture,2,253,506,102.39
10400,2023-04-23 20:10:36,East,Bookshelf,Furniture,5,503,2515,638.53
10401,2023-10-02 08:47:36,East,Jeans,Clothing,4,96,384,110.19
10402,2023-07-21 08:08:03,East,Headphones C,Electronics,2,514,1028,289.73
10403,2023-03-03 17:25:52,West,Dining Table,Furniture,3,140,420,110.85
10404,2023-05-02 19:23:47,East,Jeans,Clothing,1,14,14,3.89
10405,2023-05-23 20:54:56,Central,Sofa,Furniture,2,292,584,81.67
10406,2023-03-26 19:35:41,East,Refrigerator,Appliances,1,327,327,51.29
10407,2023-09-10 21:16:04,Central,Jeans,Clothing,2,50,100,15.78
10408,2023-12-12 08:56:15,South,Laptop Model A,Electronics,5,779,3895,683.23
10409,2023-08-02 22:45:39,West,Headphones C,Electronics,5,455,2275,406.46
10410,2023-12-19 15:12:55,South,Tablet D,Electronics,3,1023,3069,641.15
10411,2023-03-01 10:10:07,South,Headphones C,Electronics,3,860,2580,340.5
10412,2023-04-09 13:49:59,Central,Bookshelf,Furniture,3,687,2061,491.03
10413,2023-09-30 02:01:42,South,Office Chair,Furniture,2,502,1004,134.05
10414,2023-04-19 20:40:34,Central,Smartphone Model B,Electronics,5,899,4495,728.47
10415,2023-03-09 17:59:44,East,Headphones C,Electronics,2,751,1502,301.4
10416,2023-06-17 16:29:51,East,Headphones C,Electronics,5,604,3020,783.05
10417,2023-10-16 17:55:44,Central,Bookshelf,Furniture,4,183,732,181.46
10418,2023-06-22 21:05:51,East,Headphones C,Electronics,2,827,1654,378.94
10419,2023-02-19 18:55:54,West,Laptop Model A,Electronics,5,420,2100,275.42
10420,2023-01-27 06:17:22,South,Washing Machine,Appliances,1,417,417,87.32
10421,2023-06-24 23:40:05,West,Blender,Appliances,3,161,483,56.75
10422,2023-01-23 22:58:29,South,Laptop Model A,Electronics,4,693,2772,486.41
10423,2023-03-31 14:02:21,East,T-Shirt (Red),Clothing,1,77,77,14.07
10424,2023-07-15 12:39:57,West,Smartphone Model B,Electronics,2,470,940,101.48
10425,2023-07-31 19:01:57,East,Blender,Appliances,3,470,1410,218.26
10426,2023-04-26 20:13:25,South,Jacket,Clothing,1,76,76,22.13
10427,2023-05-03 22:04:28,Central,T-Shirt (Blue),Clothing,3,49,147,42.74
10428,2023-04-28 16:07:14,Central,Laptop Model A,Electronics,5,363,1815,309.39
10429,2023-03-12 15:58:45,West,Microwave,Appliances,2,585,1170,127.09
10430,2023-11-02 03:40:10,East,Microwave,Appliances,2,53,106,14.4
10431,2023-08-22 23:30:34,East,Jeans,Clothing,3,43,129,23.02
10432,2023-10-13 18:35:13,West,Headphones C,Electronics,1,632,632,183.0
10433,2023-11-11 14:05:08,Central,Bookshelf,Furniture,5,347,1735,222.5
10434,2023-05-12 02:10:37,South,Sofa,Furniture,4,378,1512,382.09
10435,2023-08-11 14:53:20,West,Refrigerator,Appliances,5,630,3150,383.47
10436,2023-11-24 15:49:47,South,Office Chair,Furniture,5,780,3900,1155.38
10437,2023-08-30 16:03:58,Central,Washing Machine,Appliances,1,558,558,98.39
10438,2023-01-17 09:56:15,East,Microwave,Appliances,1,749,749,191.03
10439,2023-08-27 05:45:04,Central,Blender,Appliances,5,874,4370,736.42
10440,2023-06-30 02:07:55,West,Office Chair,Furniture,2,779,1558,351.38
10441,2023-07-04 00:47:56,East,Refrigerator,Appliances,5,366,1830,253.28
10442,2023-12-15 06:20:31,West,Jeans,Clothing,4,12,48,6.2
10443,2023-03-26 02:16:35,West,Headphones C,Electronics,3,541,1623,466.8
10444,2023-02-13 16:02:42,Central,Smartphone Model B,Electronics,4,1187,4748,1346.2
10445,2023-05-26 14:27:11,West,Microwave,Appliances,4,87,348,96.57
10446,2023-08-29 23:03:12,Central,Laptop Model A,Electronics,3,710,2130,479.43
10447,2023-08-14 17:57:19,East,Dining Table,Furniture,4,268,1072,280.49
10448,2023-09-18 06:24:16,Central,Dining Table,Furniture,5,442,2210,251.51
10449,2023-04-28 11:10:35,East,Smartphone Model B,Electronics,2,505,1010,168.63
10450,2023-05-28 01:43:55,Central,Office Chair,Furniture,5,636,3180,517.52
10451,2023-03-01 09:06:37,South,Smartphone Model B,Electronics,3,1146,3438,780.87
10452,2023-02-09 22:42:36,South,Smartphone Model B,Electronics,1,581,581,99.46
10453,2023-11-01 08:49:49,West,Tablet D,Electronics,3,246,738,95.72
10454,2023-02-09 20:41:24,Central,Microwave,Appliances,4,600,2400,526.3
10455,2023-02-03 21:05:09,Central,Headphones C,Electronics,5,509,2545,669.02
10456,2023-05-28 16:46:26,East,Blender,Appliances,5,802,4010,707.46
10457,2023-10-02 23:04:27,West,Headphones C,Electronics,3,998,2994,378.6
10458,2023-11-17 07:28:23,Central,Tablet D,Electronics,2,401,802,111.75
10459,2023-05-11 12:06:52,West,Laptop Model A,Electronics,3,361,1083,159.74
10460,2023-11-10 15:06:24,South,Sofa,Furniture,1,750,750,119.98
10461,2023-10-20 18:59:57,Central,Refrigerator,Appliances,2,775,1550,354.27
10462,2023-10-12 05:01:40,Central,Blender,Appliances,1,834,834,183.64
10463,2023-04-09 10:11:42,West,Tablet D,Electronics,4,759,3036,726.26
10464,2023-05-14 08:18:42,Central,Headphones C,Electronics,4,310,1240,213.9
10465,2023-07-07 08:41:31,West,Bookshelf,Furniture,1,734,734,194.36
10466,2023-03-13 22:17:04,Central,Sofa,Furniture,5,201,1005,141.52
10467,2023-09-08 05:30:27,East,Sofa,Furniture,1,290,290,56.2
10468,2023-09-25 18:13:18,West,Blender,Appliances,1,612,612,159.23
10469,2023-02-20 04:24:28,Central,Washing Machine,Appliances,4,130,520,70.74
10470,2023-04-24 14:23:16,South,Blender,Appliances,1,944,944,115.14
10471,2023-06-19 13:31:11,Central,Tablet D,Electronics,2,303,606,167.7
10472,2023-05-22 16:00:32,South,Blender,Appliances,3,247,741,124.92
10473,2023-08-08 19:39:43,South,T-Shirt (Blue),Clothing,1,32,32,7.58
10474,2023-02-14 23:33:22,East,T-Shirt (Red),Clothing,2,48,96,10.09
10475,2023-09-27 22:32:31,West,Dining Table,Furniture,5,737,3685,877.06
10476,2023-10-01 09:00:01,Central,Blender,Appliances,1,642,642,104.79
10477,2023-04-16 01:49:12,East,Jacket,Clothing,2,50,100,11.11
10478,2023-07-22 03:28:41,Central,Dining Table,Furniture,5,172,860,190.89
10479,2023-11-18 11:45:34,South,Microwave,Appliances,5,631,3155,467.45
10480,2023-01-24 00:32:53,West,Smartphone Model B,Electronics,4,507,2028,359.69
10481,2023-02-05 15:46:01,Central,Jeans,Clothing,5,12,60,6.97
10482,2023-01-17 08:54:26,Central,Laptop Model A,Electronics,1,774,774,100.18
10483,2023-01-06 03:38:21,South,Washing Machine,Appliances,1,125,125,19.95
10484,2023-06-20 07:58:15,Central,T-Shirt (Blue),Clothing,5,64,320,37.74
10485,2023-10-16 00:10:25,Central,Microwave,Appliances,1,898,898,253.38
10486,2023-10-07 23:30:39,South,Smartphone Model B,Electronics,3,673,2019,204.34
10487,2023-12-18 23:58:38,East,Jeans,Clothing,4,41,164,32.27
10488,2023-10-10 07:08:05,South,Tablet D,Electronics,4,1113,4452,554.94
10489,2023-12-19 03:52:54,East,Refrigerator,Appliances,1,900,900,145.38
10490,2023-12-28 11:15:13,West,Blender,Appliances,3,933,2799,798.31
10491,2023-07-26 23:25:50,East,Tablet D,Electronics,3,687,2061,272.75
10492,2023-05-15 10:46:50,East,Jacket,Clothing,2,42,84,24.63
10493,2023-11-06 14:23:37,West,Laptop Model A,Electronics,2,900,1800,254.09
10494,2023-04-28 23:10:57,East,Microwave,Appliances,4,777,3108,771.76
10495,2023-04-22 06:21:13,South,Headphones C,Electronics,3,1124,3372,705.88
10496,2023-11-14 19:52:48,East,Refrigerator,Appliances,3,951,2853,789.98
10497,2023-09-02 13:32:23,West,Headphones C,Electronics,1,1192,1192,251.27
10498,2023-03-26 16:02:40,South,Jacket,Clothing,1,49,49,10.14
10499,2023-07-09 08:06:32,West,T-Shirt (Red),Clothing,3,74,222,30.88
10500,2023-12-23 12:01:46,West,Laptop Model A,Electronics,5,482,2410,321.12
10501,2023-10-15 14:57:57,Central,Smartphone Model B,Electronics,5,439,2195,621.84
10502,2023-01-06 18:34:23,Central,Jeans,Clothing,3,28,84,13.91
10503,2023-10-23 12:37:58,West,Washing Machine,Appliances,4,641,2564,447.2
10504,2023-08-14 03:43:24,West,T-Shirt (Red),Clothing,3,52,156,39.31
10505,2023-08-21 07:53:26,West,Blender,Appliances,2,138,276,46.3
10506,2023-10-12 06:15:53,Central,Tablet D,Electronics,4,294,1176,341.53
10507,2023-09-27 17:20:34,Central,Headphones C,Electronics,4,627,2508,620.94
10508,2023-11-05 13:10:09,East,Microwave,Appliances,2,425,850,186.56
10509,2023-04-17 07:34:47,East,Smartphone Model B,Electronics,3,512,1536,424.21
10510,2023-12-14 12:03:24,West,Blender,Appliances,5,889,4445,488.6
10511,2023-06-22 10:53:47,South,Bookshelf,Furniture,3,725,2175,329.32
10512,2023-06-25 11:20:25,South,Jeans,Clothing,3,60,180,34.74
10513,2023-09-15 17:46:46,Central,Sofa,Furniture,2,599,1198,174.18
10514,2023-03-17 09:00:40,Central,Washing Machine,Appliances,4,162,648,161.21
10515,2023-05-24 21:09:55,Central,T-Shirt (Red),Clothing,4,62,248,70.39
10516,2023-03-12 14:20:28,West,Refrigerator,Appliances,3,950,2850,526.55
10517,2023-12-03 17:38:27,South,Jeans,Clothing,3,21,63,10.61
10518,2023-03-17 21:06:08,East,Jacket,Clothing,1,15,15,4.38
10519,2023-02-01 05:43:35,West,Jacket,Clothing,1,14,14,2.65
10520,2023-11-27 18:59:11,East,Jacket,Clothing,1,37,37,7.32
10521,2023-11-03 03:45:49,East,Blender,Appliances,5,167,835,142.23
10522,2023-12-01 13:24:31,West,T-Shirt (Blue),Clothing,3,42,126,35.52
10523,2023-07-13 13:09:33,East,T-Shirt (Red),Clothing,2,28,56,11.97
10524,2023-12-24 13:23:23,South,Office Chair,Furniture,5,549,2745,692.93
10525,2023-07-09 03:07:30,East,Smartphone Model B,Electronics,4,488,1952,512.13
10526,2023-04-13 06:53:10,South,Tablet D,Electronics,5,283,1415,238.24
10527,2023-07-27 18:03:58,South,Dining Table,Furniture,3,227,681,127.17
10528,2023-01-29 23:29:31,South,Bookshelf,Furniture,5,503,2515,678.28
10529,2023-02-06 18:43:45,Central,Refrigerator,Appliances,5,841,4205,726.0
10530,2023-01-12 12:42:41,East,Blender,Appliances,2,880,1760,455.47
10531,2023-02-18 10:10:39,West,Blender,Appliances,2,410,820,236.32
10532,2023-01-08 17:05:26,West,Office Chair,Furniture,1,491,491,110.3
10533,2023-01-08 12:19:10,East,Sofa,Furniture,2,673,1346,334.25
10534,2023-08-22 06:06:13,Central,T-Shirt (Red),Clothing,5,83,415,108.32
10535,2023-01-02 09:00:34,Central,Refrigerator,Appliances,1,371,371,99.8
10536,2023-08-20 16:13:12,South,Blender,Appliances,2,374,748,133.9
10537,2023-11-25 07:01:13,East,Refrigerator,Appliances,4,367,1468,161.85
10538,2023-06-28 01:39:10,East,Headphones C,Electronics,1,1164,1164,209.96
10539,2023-09-20 09:22:05,West,Jacket,Clothing,2,99,198,46.48
10540,2023-09-21 00:42:36,East,Blender,Appliances,4,474,1896,360.37
10541,2023-05-29 22:22:13,Central,Washing Machine,Appliances,1,780,780,194.84
10542,2023-09-01 08:52:09,East,Blender,Appliances,1,253,253,43.36
10543,2023-02-21 04:23:21,West,Headphones C,Electronics,3,586,1758,398.98
10544,2023-12-18 02:11:33,South,Laptop Model A,Electronics,2,297,594,81.55
10545,2023-01-13 11:53:20,West,Dining Table,Furniture,1,307,307,76.71
10546,2023-10-31 03:25:39,West,T-Shirt (Blue),Clothing,2,33,66,13.8
10547,2023-04-24 17:45:41,South,Sofa,Furniture,2,265,530,74.63
10548,2023-11-14 16:10:54,West,Jacket,Clothing,2,52,104,16.47
10549,2023-02-10 13:05:57,West,Smartphone Model B,Electronics,3,868,2604,650.28
10550,2023-10-17 22:21:30,East,Washing Machine,Appliances,4,602,2408,473.22
10551,2023-04-13 10:17:31,East,Dining Table,Furniture,4,207,828,118.57
10552,2023-11-12 02:24:36,South,Refrigerator,Appliances,3,645,1935,567.83
10553,2023-11-25 23:53:04,East,Office Chair,Furniture,3,466,1398,339.75
10554,2023-08-06 03:53:24,East,Smartphone Model B,Electronics,2,613,1226,357.29
10555,2023-10-22 04:21:15,West,Tablet D,Electronics,5,1001,5005,928.03
10556,2023-08-31 18:16:11,Central,Tablet D,Electronics,3,333,999,194.83
10557,2023-08-03 11:11:39,East,Sofa,Furniture,3,172,516,144.27
10558,2023-10-11 11:54:44,Central,Jacket,Clothing,1,57,57,11.69
10559,2023-07-25 19:24:22,East,Dining Table,Furniture,1,542,542,130.87
10560,2023-12-26 00:43:47,East,T-Shirt (Blue),Clothing,4,68,272,40.92
10561,2023-10-30 12:22:29,South,Office Chair,Furniture,4,357,1428,270.39
10562,2023-08-27 22:38:36,South,Office Chair,Furniture,5,551,2755,343.52
10563,2023-12-09 00:12:15,South,Tablet D,Electronics,1,794,794,112.11
10564,2023-01-06 04:49:55,Central,Microwave,Appliances,2,315,630,63.12
10565,2023-09-11 17:11:57,West,Washing Machine,Appliances,5,128,640,69.03
10566,2023-03-20 04:12:30,East,Jacket,Clothing,3,31,93,27.48
10567,2023-07-28 18:26:42,East,Washing Machine,Appliances,3,609,1827,271.26
10568,2023-08-18 12:46:46,East,Sofa,Furniture,5,347,1735,403.67
10569,2023-10-03 10:10:47,Central,Sofa,Furniture,4,709,2836,759.54
10570,2023-12-20 01:06:20,South,Headphones C,Electronics,1,483,483,101.49
10571,2023-02-09 02:46:09,West,Smartphone Model B,Electronics,1,1080,1080,141.08
10572,2023-02-03 13:43:23,Central,Washing Machine,Appliances,5,117,585,143.69
10573,2023-07-01 19:41:29,South,Jeans,Clothing,1,18,18,3.96
10574,2023-05-12 10:23:25,Central,Washing Machine,Appliances,4,132,528,130.02
10575,2023-04-10 16:04:34,West,Refrigerator,Appliances,1,699,699,177.51
10576,2023-11-01 09:51:12,South,Blender,Appliances,4,122,488,144.0
10577,2023-01-20 01:25:11,Central,Washing Machine,Appliances,5,95,475,101.99
10578,2023-09-16 20:29:50,West,Office Chair,Furniture,2,361,722,121.53
10579,2023-07-10 13:13:54,East,T-Shirt (Red),Clothing,1,83,83,19.06
10580,2023-03-15 03:28:27,West,Bookshelf,Furniture,2,153,306,34.79
10581,2023-04-03 05:16:41,East,T-Shirt (Red),Clothing,2,44,88,24.59
10582,2023-01-17 11:21:26,Central,Headphones C,Electronics,4,706,2824,349.83
10583,2023-02-12 18:39:21,South,Blender,Appliances,5,176,880,145.7
10584,2023-04-06 02:35:16,South,Sofa,Furniture,1,466,466,122.63
10585,2023-08-19 23:06:01,Central,Jacket,Clothing,4,82,328,71.98
10586,2023-03-27 01:12:20,South,Headphones C,Electronics,3,1121,3363,601.06
10587,2023-05-17 14:27:09,South,Smartphone Model B,Electronics,3,447,1341,261.08
10588,2023-01-03 02:51:02,East,Refrigerator,Appliances,4,834,3336,903.75
10589,2023-11-17 02:35:42,Central,Jacket,Clothing,3,50,150,25.2
10590,2023-02-02 21:26:32,West,Bookshelf,Furniture,2,311,622,170.38
10591,2023-02-19 16:55:39,East,Refrigerator,Appliances,5,729,3645,428.75
10592,2023-05-15 08:44:36,Central,Bookshelf,Furniture,1,250,250,63.84
10593,2023-06-24 06:56:00,East,Smartphone Model B,Electronics,4,246,984,265.2
10594,2023-03-12 13:18:49,West,Dining Table,Furniture,1,465,465,63.41
10595,2023-02-27 05:28:25,West,Office Chair,Furniture,5,398,1990,370.28
10596,2023-01-10 07:08:48,Central,Refrigerator,Appliances,2,345,690,91.84
10597,2023-08-30 04:56:14,West,Bookshelf,Furniture,3,160,480,115.83
10598,2023-01-13 01:47:13,East,Washing Machine,Appliances,2,879,1758,364.03
10599,2023-09-27 01:11:59,West,Headphones C,Electronics,2,360,720,163.49
10600,2023-04-27 21:39:09,East,Refrigerator,Appliances,3,577,1731,241.12
10601,2023-01-07 03:05:25,East,Washing Machine,Appliances,2,655,1310,186.48
10602,2023-07-01 20:40:15,West,T-Shirt (Red),Clothing,2,91,182,19.71
10603,2023-06-08 00:05:44,Central,Bookshelf,Furniture,3,263,789,129.72
10604,2023-07-16 05:23:51,South,Smartphone Model B,Electronics,3,518,1554,329.37
10605,2023-09-02 21:32:28,West,Blender,Appliances,5,553,2765,750.94
10606,2023-11-19 22:30:12,East,Headphones C,Electronics,3,1169,3507,818.48
10607,2023-09-29 07:45:04,East,T-Shirt (Blue),Clothing,1,17,17,3.18
10608,2023-03-28 12:14:07,West,Sofa,Furniture,3,593,1779,517.02
10609,2023-02-23 06:03:40,Central,Blender,Appliances,2,770,1540,375.53
10610,2023-06-25 01:48:22,Central,Sofa,Furniture,1,608,608,173.91
10611,2023-02-12 19:36:31,East,Jeans,Clothing,3,98,294,60.42
10612,2023-10-25 12:51:16,East,T-Shirt (Red),Clothing,1,69,69,10.47
10613,2023-04-27 14:35:01,Central,Smartphone Model B,Electronics,4,1064,4256,470.57
10614,2023-06-22 20:00:28,South,Blender,Appliances,5,698,3490,855.81
10615,2023-10-03 06:34:30,West,Tablet D,Electronics,2,767,1534,190.62
10616,2023-02-11 19:30:10,East,T-Shirt (Blue),Clothing,3,94,282,45.28
10617,2023-10-03 13:38:19,East,Sofa,Furniture,2,544,1088,224.67
10618,2023-06-25 20:03:37,Central,Laptop Model A,Electronics,2,562,1124,239.28
10619,2023-08-08 05:33:03,West,Laptop Model A,Electronics,3,387,1161,255.56
10620,2023-04-30 03:04:18,Central,Office Chair,Furniture,2,779,1558,207.61
10621,2023-01-02 16:05:56,West,Smartphone Model B,Electronics,4,825,3300,580.63
10622,2023-05-28 23:52:53,West,Dining Table,Furniture,4,718,2872,641.72
10623,2023-11-24 03:25:44,West,Blender,Appliances,5,384,1920,564.41
10624,2023-10-23 09:17:16,East,Bookshelf,Furniture,4,629,2516,617.74
10625,2023-11-29 22:35:57,South,Refrigerator,Appliances,2,112,224,63.73
10626,2023-10-19 09:07:39,Central,Dining Table,Furniture,3,797,2391,603.59
10627,2023-12-11 23:54:44,South,Jacket,Clothing,1,86,86,18.78
10628,2023-01-21 05:33:34,Central,T-Shirt (Red),Clothing,4,95,380,52.59
10629,2023-03-24 19:58:40,West,Refrigerator,Appliances,5,924,4620,1078.02
10630,2023-12-01 08:12:13,East,Refrigerator,Appliances,4,256,1024,230.07
10631,2023-07-13 18:35:25,South,Jacket,Clothing,1,64,64,14.11
10632,2023-05-27 13:08:13,East,Washing Machine,Appliances,3,983,2949,583.78
10633,2023-01-27 11:43:47,Central,Sofa,Furniture,2,220,440,90.52
10634,2023-06-21 18:17:40,East,Dining Table,Furniture,1,713,713,118.99
10635,2023-09-27 14:52:59,East,T-Shirt (Red),Clothing,5,38,190,38.73
10636,2023-03-18 08:38:39,South,Smartphone Model B,Electronics,5,913,4565,636.87
10637,2023-07-23 00:35:37,West,Dining Table,Furniture,4,120,480,125.3
10638,2023-10-03 23:42:17,East,Blender,Appliances,2,504,1008,138.25
10639,2023-12-26 22:41:51,West,Smartphone Model B,Electronics,3,820,2460,287.8
10640,2023-04-21 15:05:56,Central,Tablet D,Electronics,4,794,3176,594.7
10641,2023-08-23 17:17:26,East,Bookshelf,Furniture,3,168,504,116.76
10642,2023-05-07 23:25:23,South,Dining Table,Furniture,1,295,295,55.33
10643,2023-03-07 23:00:48,Central,Headphones C,Electronics,4,643,2572,399.56
10644,2023-07-05 17:35:57,Central,Headphones C,Electronics,3,511,1533,324.44
10645,2023-07-27 00:01:33,South,Jacket,Clothing,2,32,64,10.84
10646,2023-03-08 10:07:32,East,Blender,Appliances,1,326,326,93.42
10647,2023-01-04 08:13:10,East,Jeans,Clothing,5,72,360,102.43
10648,2023-02-28 20:28:41,Central,Bookshelf,Furniture,2,151,302,60.54
10649,2023-11-18 21:05:13,East,Jeans,Clothing,1,64,64,10.6
10650,2023-07-10 13:13:25,West,Jeans,Clothing,5,45,225,55.67
10651,2023-04-24 09:30:44,South,Jacket,Clothing,2,58,116,12.45
10652,2023-07-12 06:34:11,West,Jeans,Clothing,2,67,134,26.12
10653,2023-11-07 06:24:33,East,Washing Machine,Appliances,1,930,930,155.56
10654,2023-06-03 03:55:31,Central,Microwave,Appliances,5,878,4390,1247.23
10655,2023-02-12 17:55:05,South,Laptop Model A,Electronics,1,205,205,20.99
10656,2023-07-06 08:30:10,East,Bookshelf,Furniture,3,208,624,131.39
10657,2023-06-05 21:42:17,East,T-Shirt (Blue),Clothing,3,48,144,35.73
10658,2023-02-21 16:37:51,Central,Laptop Model A,Electronics,1,829,829,163.32
10659,2023-09-02 22:32:32,Central,Tablet D,Electronics,5,625,3125,365.88
10660,2023-01-16 15:44:55,West,Laptop Model A,Electronics,1,275,275,80.99
10661,2023-05-02 11:21:40,South,Blender,Appliances,3,463,1389,282.8
10662,2023-08-01 13:47:24,South,Jeans,Clothing,1,95,95,21.17
10663,2023-11-29 06:49:39,Central,Jeans,Clothing,1,38,38,5.6
10664,2023-11-18 22:22:07,West,Bookshelf,Furniture,5,698,3490,686.48
10665,2023-01-13 17:42:47,South,T-Shirt (Red),Clothing,5,41,205,38.1
10666,2023-11-14 17:28:47,Central,T-Shirt (Red),Clothing,4,32,128,14.72
10667,2023-03-31 04:39:18,East,Smartphone Model B,Electronics,5,600,3000,363.7
10668,2023-12-02 14:58:09,South,Bookshelf,Furniture,5,549,2745,734.27
10669,2023-06-02 19:11:44,West,T-Shirt (Red),Clothing,5,15,75,11.1
10670,2023-01-01 13:38:35,West,Refrigerator,Appliances,4,67,268,37.25
10671,2023-06-28 12:20:47,West,T-Shirt (Blue),Clothing,1,39,39,7.84
10672,2023-05-16 17:18:18,East,Tablet D,Electronics,1,837,837,212.39
10673,2023-07-22 12:49:23,South,Microwave,Appliances,3,465,1395,156.78
10674,2023-09-14 14:07:19,South,Smartphone Model B,Electronics,2,698,1396,300.64
10675,2023-09-21 03:12:11,East,Jacket,Clothing,2,19,38,4.71
10676,2023-09-24 07:39:29,South,Microwave,Appliances,4,164,656,70.38
10677,2023-06-01 20:12:18,East,Sofa,Furniture,4,773,3092,341.82
10678,2023-05-13 09:20:59,East,Sofa,Furniture,1,333,333,88.86
10679,2023-06-24 00:04:48,East,Washing Machine,Appliances,4,60,240,29.66
10680,2023-09-12 21:48:16,West,Microwave,Appliances,3,167,501,54.62
10681,2023-11-20 22:42:04,South,Laptop Model A,Electronics,4,863,3452,647.53
10682,2023-11-22 19:34:10,East,Blender,Appliances,3,558,1674,449.97
10683,2023-01-17 06:05:30,South,Tablet D,Electronics,1,374,374,57.03
10684,2023-07-17 02:11:48,West,Jacket,Clothing,1,71,71,13.09
10685,2023-02-16 17:04:11,East,Smartphone Model B,Electronics,1,218,218,23.54
10686,2023-06-13 13:16:50,Central,Blender,Appliances,3,379,1137,215.82
10687,2023-01-06 16:24:32,West,Refrigerator,Appliances,2,498,996,214.66
10688,2023-01-13 13:54:40,Central,Jeans,Clothing,5,59,295,63.18
